"id","text","Extr","Open","Cons"
"VLOG46","﻿It's the -XXXX. Pepsi she -Any of these prizes could be yours -Okay everybody, you heard the lady. Watch XXXX, and you can get XXXX. Yay.I hope I'll see you guys soon. All right. Bye.﻿Hey, what's up, guys? It is time for a new tongue twister video, but it is not ready so instead we're gonna do something else. I'm gonna check out other cool people that are cooler than me anyways so you wanna watch them. So let's look at this website -- Ustream dot tv. Let's come over here, click, play, and let's watch.The recording has started. Okay, I don't know what I'm doing here.Neither do I.I don't know what I'm doing here so I'm just recording a video as a placeholder -Gotcha.-- um, I guess when you visit this site you'll see for yourself.Place held. I'm seeing.I don't know what I'm doing, man. Um, hi -Hi.-- I'm XXXX -What's up, XXXX?-- um, from YouTube dot com .You're from youtube dot com? I'm from youtube dot com, too! Isn't that awesome?Ciala -- Ciela -- She ella -- Shella -What's your name?I don't know.Oh, come on. That's kinda twisted.Anyway, um, so we'll have a live broadcast on Saturday -Live is good.-- Saturday in North America, it'll be Sunday morning my time -Life can be good Saturday, Sunday mornings.-- and, um, the cool thing is that you will have a chance to win all kinds of kooky, wacky Japanese prizes -Like, uh, can you get masturbation eggs?-- mostly that helped us win the um -You know, masturbation eggs.-- we haven't won yet, fuck.No? Oh, fuck? That's better.You know, like, okay we're doing so well in this dance contest right now and uh -That is awesome.-- this is just one of the things that -- one of the many ways that we can give back to you, the people who have helped us.Oh, thank you.This is really awkward because I know that I can't edit this or anything.It's all right.Okay. Yeah, so check back here on the weekend and um -On the weekend -- Saturday night or Sunday night?-- say hi . Okay. Cool, bye.All right, bye bye.All right. Let's all go to see XXXX on Saturday night or Sunday in Japan and she promised you can get masturbation eggs.Do you like masturbating?I'm not gonna tell you how.Why not?Because it's so easy.Oh. Get an egg!They're disgusting. I've had them, but you want them. Trust me, you just -- you just do.Yep, it seemed to be the popular vote at the time.All right, that's cool, I'll go with the popular vote.It will be on Ustream -Ooh, you put yourself using those things on Ustream? Wow. All right. Okay, so who's gonna be in this with you?As many people as possible can come join us.Ooh, who's us?Bobby Judo -And he's cool with that?-- or join me, rather, I don't -- I don't know who else is gonna be there.Oh, it might just be you, huh? All right, well that's cool. So what do you like to do while you use these masturbation eggs?Check out Bobby Judo's channel -Whoo! This is getting a little bit much. Okay, XXXX, any final comments, any final questions that you have for us?What do the following things have in common?","High","High","High"
"VLOG47","﻿Hey guys. It is week number three into my weight loss journey. I hope you guys are still interested. Ah anyway, I wanted to talk to you guys about my past weight loss. So let's get started. I made a little weight loss timeline and also graphs because I'm a nerd. So I made a little weight loss time line. Here it is. Okay, so I am a baby over here and then basically what I have learned is that every time I move to a new state, I gained weight. So I lived in Texas when I was a baby up until when I was twelve years old, we moved to Ohio. I gained weight because that's a really stressful time. You're trying to make friends. You don't have any friends. It's just stressful. Twelve months later, no, it was sixteen, we move to Minnesnowta, right over here, oh right here. So that caused some weight gain too because, ha ha, I just made some friends in Ohio and then we had to leave so I comforted my pain with food, okay, and then over here I went to college in Wisconsinsin,  as my sister would call it, and that caused some weight gain because that's college, stressful. As you also saw on my timeline, I had World War One and World War Two, not exactly. Um, I had weight watchers one and weight watchers two.Okay, so, take the challenge, get a pedometer, if you want, um, they are wonderful to help you lose weight. Um, they recommend you; if you want to stay fit you walk six thousand to eight thousand steps a day. If you want to lose weight they recommend that you walk about ten thousand steps a day in which part of those ten thousand steps, I think you have to walk -- walk four thousand in one go -- so, a big walk. Um, that's basically what I'm going to be doing. I'm going to be trying to get to ten thousand every day -- except for today since I just picked this up. They are not very expensive. This one was seven dollars at WalMart. There were five dollar ones but this one I opted for because it has this little strap. Because I have bought so many in the past that I -- they fall off and I lose them so this will catch it if it tries to fall off of me. So I'm going to try to walk ten thousand steps starting tomorrow. It will be awesome. Um, next week, however -- I might not have this video up on time. It's going to be a little late, probably a lot late. I'm going to be driving back to school next week. It will be awesome. I'm going, uh -- the problem is my school is ten hours away from here, although it will probably be twelve hours when you count Chicago traffic, weather and everything else. So, I am going to go which ever day is going to give me the best driving conditions, um, depending on the Indiana toll way and the most of Wisconsin. So that's that. It will probably be a day late, so -- because I'm thinking I'm going to go head out on Monday. So yeah, um, I want to hear how you guys -- you guys have been. If weather has been great or if you new to this, to say hi. I would love that. That's about it. I will see you guys next week and have a wonderful week.","Low","High","High"
"VLOG48","﻿What is up, what is up, I got a little package today. Oh wait, that kind of sounded funny, I don't have a little package today. I received a small package in the mail, uh, and here it is. It is from XXXX , also know as XXXX , I think it is, or XXXX something like that but she sent me something so let's open it up and see what we got inside.Paparazzi. Here's some t shirts and a little handwritten note. Let's see here. There you go crazy, now where is mine?All right, here we go, let's see here. First I'm up for bid. I'm the evil twin, okay? Er, all right. How many licks does it take? Pervert, all right. And last but not least, spring filled choppers, awesome, cool, okay. XXXX, I will wear one of these in the blog and you can, yeah -- oh God, I got the armrest right here -- ah, yeah, you'll see it, you'll know when, okay? Thank you and I will send yours in the mail today. I promise. This time I promise for real, all right? Bye bye to all and to all a good night.Okay, so I ah, ah, we are at the, ah, football game thing, I wish, right when I, right when I, right when he got done I turn it on and everything else sucked. Ah, we're talking about Charley sleeping famous video. Um, ah, so I won this sweet ass CD today. If you guys know this CD please tell me all of the good songs on this. Still Panther Death to all but Metal, oh, sweet fg, it's got one song on it's called Radio Edit, nice, I can't wait. I can't wait to enjoy that -Yeah, this is how they name the songs there's the album version and the -Awesome. Ah, I didn't blog much again today, sorry. I'm not doing very good.What's up internet, what's up. It's time for XXXX hoo, hoo, hoo, hoooo, here we go; four, five, six, seven, eight, nine, nine. Smashmouth, is it over? Hey now you’re an all star get your game on go play. Hey now you’re a rock star -- it think that song is cut, I'm going to give it a thumbs up but not cut cousin, thumbs up, not -- thumbs up, not cut cousin but definitely thumbs up and ah, for all of wanting to know, the winner of the Nineties on Nine hoo, hoo, hoo, t shirt, we have, drum roll, number three. Number three is the big winner.So number three congratulations, I need you to send me, ah, an e mail or a message below telling me who you were. I can't remember. Number three, do it now, please.Bye bye. I love you. XXXX.","High","Low","High"
"VLOG49","Inglorious Bastards, the new Quentin Tarantino movie that came out on Friday, but I saw it on Saturday, why? Because, I'm bad ass. So, I kind of figured I'd do a review right now, but I'd like to add in that it is one in the morning. So, if this is not the greatest review, it's because I'm freaking tired. Anyway, let's get started.So, the main thing that attracted me to this movie was the fact that it's a Quentin Tarantino movie, and I'm a huge Quentin Tarantino fan. Um, right now I'd just like to say, em, it was he -- did a very good job in the film, it was all well done, stuff like that. Um, but I wouldn't say it was his best film, because a lot of people out there are saying that this is one of -- this is his best film he's ever made. I beg to differ; it was Reservoir dogs, just saying. But it is indeed one of his better films that he has made, so just throwing that out there.Now, let's get off with some of the goods and the bads. So, one of the things I loved in this movie was, Brad Pitt's acting. Because his accent was -- it -- his accent added humor, and is just a really good accent, and you know, his -- he made the movie funny, but also was -- he did -- really actiony and stuff like that. Um, kind of jumbled up right there, but his acting in general, he was great in it. That also leads to one of those -- those flaws, and to me, it seemed like he didn't have that much screen time, because you see him for about ten minutes, and then you don't see him again for another half hour. Um, he probably had about fifty minutes screen time -- I -- I can't remember how long the movie is, I know it's at least two hours. But, I know it's a good thing sometimes when you don't see the star that much, because it adds, you know, more screen time for people that are unknown, and stuff like that, but, um, with his acting -- when his acting is that great, you kind of want to see him more, I guess. So, ah, that's just one thing.Um, one of the other good things about this movie was the screen transitions. Like, it wasn't just a bunch of random stuff happening, but the screen transitions were well placed, they were well laid out, and stuff like that. Um, that also kind of led to something else, like, um, a really good, good scene would happen -- um, I don't want to spoil too much, -- but like a really actiony scene would happen, but then it would jump into the next scene, and the next scene would be kind of boring; not that great. Um, but, some of the scenes were stretched out, like, there was unneeded dialogue, nothing really important happened. Um, for example, this is a minor spoiler for people out there, the tavern scene where they're, um, all, dressed up like Nazi's and talking to that -- um, one of the in command guys for the Nazi army, um, like, maybe five seconds of the entire scene were important to the -- to the rest of the movie, but the rest of the stuff was just thrown in there, not really needed, like, they spent thirty minutes taking about random stuff, and then another thirty minutes playing a game, and, I -- I found it kind of boring, and I had to, like, I almost, kind of, fell asleep during that scene. But trust me, it's worth it to watch it, if you've seen the movie already. If not, go see it, but that comes later.Um, another good thing I liked, and I keep saying that -- it's been kind of repetitive, but whatever -- um, was the chapter format. Like, it's like -- it's basically, like, literally, a moving book, because it'll say chapter one, and then at the end of that chapter, you'll see chapter two and stuff. And I just thought that was kind of cool, because it's like, kind of like a book, and that -- that -- that goes back to the screen transitions, because it was like, you're just flicking through a book and reading it. That's -- I liked it. I'm probably weird, but yeah.Um, going back to Brad Pitt's acting though, the humor in this movie was, great. It was well placed too; there wasn't too much humor and there wasn't too less humor -- if that makes sense? Um, Brad Pitt's character was the funniest, but a lot of one liners came from other characters during really serious moments, so if you're really tensing up and feeling that something's going to happen, there's going to be at least one, good, one liner that's thrown in there that makes the movie funny. It's kind of like a dark comedy, because it's kind of hard to make World War Two funny and all the Jewish stuff that's going on. But -- yeah, the humor -- like I said, the humor was good.They, um, actually I thought this was more of a humorous film than an action film, and that's kind of saying a lot, being that it's a war -- it's a war movie, but -Um, so this --this-- this is one of Brad Pitt's greatest movies -- that's what I think, but I haven't really seen a lot of his movies, but it's definitely his greatest film in the last five years, at least. Um, but moving on.Um, this one is just a bad thing, um, the subtitles, because three -- um, French is used in the movie, German's used in the movie, and obviously English is, but he had to use German and French subtitles, um. The subtitles were good, but it's like, they'll be speaking French, and then the subtitles -- if they say, like, merci or Mademoiselle, they'd actually put down those words, they wouldn't say -- they wouldn't put what they actually mean in English. But then sometimes they did, so it's kind of confusing, because sometimes they do and sometimes they don't. And I just thought that was kind of weird, maybe they could have worked on that just a little bit more, but yeah.So, like I said, fantastic movie, I really loved it. Um, final rating, I would give it A-. It's a really good movie; I really recommend you go see it, right now. It's not as gory as you think it would be, but hey, it attracted me, so take a look at it guys. It's definitely one of Quentin Tarantino's best works, so, yeah, that concludes my one in the morning review.I'm going to get some freaking sleep. Goodbye.","High","High","High"
"VLOG5","Doing a standard re tweet themed, so web two point zero, and you guys know how I roll, I'm all three point zero up in here. Anyway, I got a message about CD's, umm, she, here I -- I -- you know I finally hear at three forty seven A. M. , I got to watch her Actions Talk, umm, episode -- I don't know what to call it -- like, interview? It's on Actions Talk about her website, sohobiztube.So, I'm -- I'm throwing this on the twitter, and the link to her interview is uh, you're on the YouTube right now, and the link is right there. But I wanted to say a -- a few things about CD. CD is the person who saw me speak one day and put me on the cover of her magazine here. That I am, looking all -- looking all something. Um, and she's putting together this website, sohobiztube, which a -- whose goal I guess is to be -- she says the YouTube for businesses, but I -- you know, I look forward to umm, businesses getting schooled in the arts of picking up a little, uh, digital camera like I have here, and running around their business like, hey, look at my business, look at my business, and then putting it on the internet. That'll be, that'll be awesome, you gotta have more of that.Oh here, I have my old broken camera. See businesses, you can take your camera, and then you can record like this, and then you can put it on sohobiztube, and connect with other elite business ninjas on the interwebs. Ok the -- I -- anyway - the, the video is actually good. There's some cool, insightful stuff in there. It's ten minutes, which at, you know, at first, you know for us A. D. H. D. internet people you're like oh no, but, it's worth sitting down through it and watching it.And I'm going to, uh, release you from this, uh, uh, video experience, and uh, go -- go check her out. I'll put her twitters and my twitters and the link to the video over there. And check out the other Actions Talk videos if you're into being an entrepreneur and being up at three A. M. , and having your house look like that, you know what I'm saying? Ok, I'm good, I -- huh -- duh -- huh, time to go to sleep.","High","High","High"
"VLOG50","All right. Well, uh, turn to your textbooks in, uh, page twenty yeah. Now, the thing we are going to talk about the Spaniards. And, you guys know, the Spaniards were -- they were Catholic, you know. Uh, I went to a Catholic, uh, school -- Catholic school, uh, you know. But, I was cool. I was a cool Catholic kid, you know.I had dreadlocks and, you know, I -- I wore rusty colors. It was -- I was the back in the day. I still am you know, I can skate board, you know. because you gotta get serious, because you have A. P. test that means you have to pass.Okay, something I hate about my school, hmm, this is going to be a long list, so I'm going to spare you guys and I'm only gonna name one thing. My school is a uniform enforced school. We have a uniform dress code. Fun, I know. And, um, you know, they're pretty strict about it. I just -- I hate it, because they actually pay people to stay at the front gates and make sure you are in uniform. Because of that, I also hate the faculty. Every single one of them, even the teachers. Yeah.One thing that I actually like about, um, my school is the schedule, you know, 'cause we -- our schedule is weird. It's not just like one through seven every single day. It's -- we have blocks. So, um, every other day we have either the even numbered periods or the odd numbered periods. So, Monday would be like one, three, five and seven, and then Tuesday would be two, four, six and eight. Yeah, the classes are longer, but you kind of just learn how to deal with them. But, it gives you more time to do homework; we get more breaks and yeah. Okay, see you guys next week, or will I? Hmmm.","Low","Low","Low"
"VLOG51","﻿And then fill this one out for dinner, a little pepper, you whip it, and have a great salad. Delicious.So, I kind of want to show you, um, a bit, about what it took to make the desktop that I made for my blog. I always make a desktop every month and I thought I'd show you a bit of behind the scenes. Um, it looks like it's all, like, hand drawn and it is all hand drawn, but a lot of the work and the composition is put together in Photoshop.So, I'll show you each of individual drawings. That's the main and it's just all done in pen. And little frowny bits, nothing special and then the flowers that went behind them. See, all I did was scan them all in and, uh, get rid of the background and Photoshop, and apply a couple of textures that I have and actually also did just a plain wash sort of background behind it and, um, yeah, that's how I made it.Sounds like it just took just five minutes, but it didn't. It took quite a few hours actually. Um, yeah, it's very you like it and I like making them for you. It kind of pushes me and helps me find new techniques for things and how I wanna draw basically in my old career, I guess. Uh, so, I'm glad that people give me the opportunity to do and then they don't totally hate them.You have a great night, great day and see you.﻿Um, there was also Nigel B. Canon's work which was great and also Courtney Broone . She does the most beautiful, like, little pencil drawings. They're really amazing when you get to see them up close. So -﻿Hi. Tonight, I've just come home from the opening of my art show. I made a group show called Illustrators. It's on a Kiln Gallery in Poms In Brisbane, Australia. Um -","Low","High","High"
"VLOG52","Hello, it's me been in Vegas for about fifteen more days now, so I'm just basically going to show you the best thing I have worked out how to do. It sucks a bit, but I've worked out how to do it, I'm happy with that; so, here it goes.See, I just , wow that was the coolest thing I could do. Of course, there are a lot of other cool things I can do, like making it a bit more black and white now. See, and now giving it color back. So, learned how to do a couple of things, I might get , I don't know, there might be a better editing software. But I want to work out how to do green screen as well, because I can just go to the stationers and buy some green bits of card, that would be cool to do that kind of thing.So this is probably going to be my last video before Christmas, so hope everybody have a nice Christmas. Good luck to and XXXX for their videos. They have just started making videos. So basically that's what I've got for this video.Merry Christmas to everybody. I hope everybody liked my copyright video, it almost got the most amount of use from all of my videos, so thanks for watching that. Um, I'd just like to say a Merry Christmas as well to Greg, yep. Greg wishes everybody a Merry Christmas, so thank you for that little speech input from these fake audio speakers around here; so goodbye.So I hope you all have a great Christmas. Remember to subscribe, rate and comment so goodbye.","Low","High","High"
"VLOG53","Hi, wazzup? What I been doing, you asked. Thanksgiving was Thursday, obviously, in America and I hope you all had wonderful Thanksgiving.And I ate with my family and stuff, so much fun. Then from there I went to Austings house we did back Friday and we stood outside of this local ghetto place that sells hard core drugs, stabbing knives, and stuff, you may know it as Old Navy. We went to Best Buy at three am, got inside, I got World of Warcraft; I got a doo. And then yesterday I got this hat; my dad thought it was a bear, because he's retarded. Also I got some anime, I've been watching a lot of -- I can't even say it Azumanga Daioh , Azumanga Daioh; whatever. I'm cleaning my room right now, I've been cleaning it for like an hour and I'm pretty sure I got an STD from it. I got clitasondria.Ow, I very rarely promote myself, I think; I try not to. I changed my twitter name and I ended after the band, you love her because she's dead and it's -- I'll put it in sidebar. So yeah, follow me, because I like stuff. I hope everyone in America had a wonderful vacation and U. K. people, you fucking suck.","Low","Low","Low"
"VLOG54","﻿Hey guys. So, everybody's quitting because, well possibly I don't really know why Lenny's quitting, but my topic is called sorry, because I'm worried sometimes because they - those two quit, and none of them even because I quit, now, too. Because like, without those two it's only me, XXXX, and XXXX. And no offence, XXXX, but you really don't put up your vids. So, um, tomorrow, Thursday, will be my last bloggers video because I already filmed it Tuesday. And, I just want to tell you guys bye, it was great. Um, tomorrow, Thursday, um, will make my um, last - will make my last official video and Thursday -- what's it called? Thursday will be my thirteenth video I did on bloggers. I wish we could a did more but everybody was too busy, but you can always - I'm not leaving. Like everybody else, I'm not leaving YouTube, so I don't understand why we have to quit. Everybody has to leave the bloggers channel without leaving their main channel. So, I'm done and I was so sad to subscribe to this channel. And if we do, if other people do join, like if we do held -- hold auditions or whatever, um, yeah, if other -- if other people join this channel, like we get people, I will love to come back, if I still had that opportunity, I would love to come back to you guys, but I just can't, so. It was fun while it lasted, and enjoy my last video tomorrow because I really want to do the challenge that I made still, so it was nice. And please keep in contact with my main, 'cause I still make videos, like, . But please, if XXXX, like, if you want to get together and hold auditions with me, I will love that. We can just like, and we gonna start our own, like another blogger. If you want XXXX, we could like, hold auditions so, just let me know. Otherwise from then, bye, farewell, see you my friends.","Low","Low","Low"
"VLOG55","﻿All right. I have strep, hence I have been doing a lot of window watching, creeping on people, you know; and what I have noticed is that girls, at least in my college, don't really care to wear pants. Man, even though it's fifteen degrees out; and there's eight inches of snow on the ground; and then they complain about being too cold. Put pants on and don't complain about freezing your ass off, because it is just hanging out there. That's all I have to say. Put pants on, because somebody, from their fourth floor window, that has strep might hear you and post this on YouTube.","High","High","Low"
"VLOG56","﻿Hey, what's up? Whatchya doing? I'm not doing anything, and it's Friday. And I should be doing, like, everything today 'cause I have no work tomorrow. It's, like, the beginning of the weekend, and no school or anything tomorrow. But I have nothing to do, really.Because I can't afford to drive to see my friends, so I'm kinda like stuck here. And it's really lame. I have nothing to do. So I decided to make a YouTube video and, um, it's kinda a pointless one, so I'm really sorry.But I -- I didn't realize that, um, on my eighteenth birthday I got myself a present and I never showed you. It's kind of, um, not showing up as much as it was, but, um, this is it. Yep. It says, The Used, and it's, like, a copy off of, um, Brandon , a drummer from The Used -- the old drummer from The Used. He had the same tattoo, so I -- I had to copy it.Yeah, yeah, if I had a scooter -- which is what I want, or a moped -- uh, it would, like, fix everything. Even though it's, like, freezing outside right now, I'd still take my scooter out and go to wherever the fuck I want, because I don't want to be here right now. I want to be with friends and, um -- but I can't afford to drive that far. It really sucks. But a scooter would, like, make everything better.So. I don't even have, like, people to talk to online, right now. Because normally I do. Normally I'm talking to people and, uh, I'm not. Like, they're not on, so I'm really bored. I have nothing to do. My sister's asleep. Would somebody entertain me? This camera's not working. Doesn't, like, I don't know -- talking to a camera doesn't really entertain me all that much. Believe it or not. Uh, . Oh yeah, fucking gag me with a spoon, Jesus Christ. This video is retarded.Cat? Tiger? I don't know if you've seen my cat, Tiger. He's, uh, the one with the flat face. You know, he's a Himalayan -- I don't. I don't even know if you've seen him before. But, uh, like, he's dying. It's a happy subject. He has bone cancer, and it's, like, this lump on his back is pretty gross. And, uh, I asked my mom if I could have a cat, a brand new kitten, because I really want a kitten, like, really bad. And she said not 'til Tiger dies. How fucking morbid is that? Yeah, I had to share that.Oh my God, I have to tell you. We -- I'm really scared that I'm repeating a story that I've already told you, but, um, I work at a bookstore right next to PetCo. And, at PetCo, they had, um, two lizards -- a male and a female -- escape. And they laid eggs somewhere, but they don't really know where. And randomly, we got, like, this little baby lizard in our toilet. And we didn't know there was, like, two lizards escaped and they're -- were hatching eggs. It was the weirdest thing, because there was just a baby lizard in our toilet. Like, what the fuck? So, um, my co worker grabbed it out of the toilet and went over to PetCo and bought a cage at her -- um, aquarium -- and, like, a heat rock and stuff. And now the lizard's name is Toilet. Yeah, that's my story.Oh, but I have more work stories. Um, fuck. I don't know if I said this or not. I'm really sorry if I'm repeating stuff. Um, but one day, uh, my manager walked into the store and, like, walked to the back and somebody had, like, tried to pry open the office, which is where we keep, like, all the money. That's where the safe is and stuff. And, uh, like, one of the back doors had been opened and, so somebody was in there at some point in time, hiding in there when uh, me and my co worker, Ashley, were closing. Like, somebody hid in the store and we locked them in and then they tried to break in and steal money. Like, what the fuck? And we figured it was probably in the bathroom, but -- that's kind of a scary thought, is it not? Like, somebody was hiding in there when I closed the store.Damn it, I keep having, like, random stuff to talk about. But, um, people like to mention how I, like, rock back and forth, or I -- I close part of my mouth or something when I -- when I'm talking to the camera. It's all 'cause I'm really fucking shy. That's all. And I don't know; I am a little bit more calm today. My Mom's not here, so I don't have to worry about like waking her up or anything. But, uh, I'm just really pretty shy. I'm surprised that I don't stutter throughout my videos, because when I get nervous, I usually do. So, um, you know about that part, but, I mean, I mumble and I close part of my mouth sometimes and just like move around a whole lot. And sometimes my hands are roaming crazy, and I'm just, like, laughing at myself the entire time. So, I just want you guys to know that I'm -- I'm really fucking shy.Like, I -- I'm scared to call people. I've paid my sister to make phone calls for me. I -- I can't go to, like, a gas station and talk to the person behind the counter for, like, more than like, a second. I can say like, thanks, and that's about it. I can't, like, ever remember if I'm trying to buy gas and I can't pre pay, I never, like, remember what pump I'm even at, and, like, how much money I'm putting in. Like, it's, yeah.And I say like a lot. I know you've probably really noticed that way too much, but, um, yeah. Um, I'm -- I'm sorry about that part. Can't really help it. But, uh, it -- it's all just 'cause I'm -- I'm really shy.Like, I basically went through, like, I don't know, all of middle school almost not even talking. So I'm also a major dork and I can't believe I just admitted that I, like, didn't talk to people. I mean, I did occasionally, but, um, there were definitely some days when I, like, almost go the entire day without talking.Now I'm just a really fucking Emo and weird. I'm a little better now. Um, I talk to cameras. I just made myself pretty much, like, die right now. Breathe. All right.Oh my God. Shitty video number one thousand six.The end.","Low","Low","Low"
"VLOG57","﻿So on the internet, I've always been really open about myself, my thoughts, my personality. I don't let any of it -- I don't hold any of it back, most of the time, and that usually works out pretty well for me. But it's gotten to a point where I'm starting to question. Uh, not question myself but question how I act on the internet. Does that make any sense?Um, Facebook. Facebook has basically ruined everything for me. MySpace did and didn't. It's much bigger with Facebook, because with Facebook, there are people that watch me on Facebook that -- or that I'm friends with on Facebook, I guess -- that I knew when I was in, like, high school and some of them are my teachers from high school, who really aren't that much young -- that much older than me, actually.But I went to a Christian school, and back when I went to that school, I was really quiet. I was shy. I was withdrawn. I didn't really take good care of myself. I would -- I was kind of a slob, and uh, so, a lot of people when they think back to me they probably have that kind of vision in their head and that's not who I am anymore.I am not quiet, I am not a prude. I am -- I still consider myself a good person. I still -- I'm still very spiritual. I still love God, but I have a potty mouth and I like bad things, and I think I'm okay with that. But -- but -- but -- I -- I originally connected my Facebook to my Twitter because my -- you know, I was never updating my Facebook and I thought the only way I could really update my Facebook was if I connected it to Twitter.But I'm kind of paranoid now. I'm kind of -- sometimes I -- I sensor myself. I tone down the potty mouth, and I -- I tone down the really stupid shit, because I'm thinking, oh man, those people from all those years ago, they're gonna read that and they're gonna think what the -- what the holy hand happened to her.And -- and I hate feeling, like, I have to do that. And apparently it's the same, like, the same way with employers. Now, like, anyone looks up my name, they'll see all the stupid shit I do, and probably they won't have the best impression.But then the question then becomes, do I need to sensor myself for these people? To be considered good enough for these people? Um, I don't think so, I don't think I should have to. But the question is still there and -- and so I'm constantly questioning myself, should I say that, should I say the F word, should I say hell, should I say damn, will that offend somebody, and have -- make them think less of me? And, why should I fucking care? It's the fucking internet. If you can't handle it, get off the fucking internet.I'm sorry. I'm really distracted. It's snowing outside. It's Houston; it's snowing outside. It's kinda freaking me out. Um, but yeah! Um, so, what would you do? Would you try to sensor yourself to make -- because I mean, there's all this shit I do. There's my blogs that I do that I -- I plainly say, my name is XXXX, hi, how are you doing? You know, all of my comics, my really stupid, stupid comics have my name on them. All the stupid phantom stuff I do, like, the Nintendo stuff, the video game music, it's all right there with my name on it, and anyone who looks up XXXX is going to see this dork.So should I hold that back, or should I just be fucking honest? And I've always felt that honesty was the best policy when it came to this kind of stuff, but, do -- should I clean up my internet image and keep the F words, and whatever else behind some kind of lock so only certain people can read them?But I hate that. I hate the thought of not freely expressing myself. So, there you have it.Yeah. Let's go look the snow.","Low","Low","Low"
"VLOG58","﻿Hey, how's it going everyone? Um, it's a quarter to six on Monday. Um, so I just put together a, uh, a clip from not too long into my program. We had a special class where we got to experience Japanese tea ceremony. Um, and so I have a little clip at the beginning of what you're supposed to do when you first enter a tea room. I'll show you that here in a second.So there was only two of us that actually came to this, uh, even though there were supposed to be a lot more who were supposed to show up. So we got into the little entryway, the gankong and I screwed up and it's a different kind of gankong than in typical, um, typical homes. This was a special tea room that was located inside the school. So I go in there and I walk in the wrong place with my shoes on, getting a little scolding. Moved into the tea room and -- little thing about Japanese tea ceremonies, they're interesting, cultural, historic -- they suck. It's one of those things, I'm sure -- I haven't climbed Fuji, but I'm -- I'm assuming it's similar to that. It is something you do once to say you did it and then you probably won't want to do it again. I'd probably rather climb Fuji naked than do tea ceremony again. Primarily because of seiza.Sitting seiza, uh, sucks. I thought I was prepared for this, I practiced at home. I sat on my carpeting. Now there's a big difference between tatami mats and carpeting, because basically tatami mats is concrete. Okay, it's not concrete, but it's -- it's, you know, the -- sort of straw like stuff, um, I'll show that in another video sometime, but it's -- it's basically they lay it on concrete, um, compared to my nice, uh, carpeted floors. It was not fun to sit on your legs. It sounds easier than it is for me, mainly because I have really long legs. Um, I'm a tall guy, it was really awkward for me to be doing that, but, you know, we got to experience cool little things. They are very particular about how you, ah, take, um, you know, the cups. You have to turn it special ways. I don't really remember it, because I screwed up pretty much the entire time, I did the -- the ceremony, because I kept fidgeting and stuff, trying to get comfortable.Um, but yeah, we got to get little Japanese sweets. I mean there's not a whole lot to really tell about -- about the ceremony in terms of specifics. Um, there are definitely resources out there if you want to know exactly how it works, it sort of varies, too. Um, one thing that's interesting, is my teachers there were saying that Japanese tea ceremonies really aren't so much about the rules as they seem, but about doing these -- these little traditions to make everyone feel comfortable and to feel, um, part of this same group and you know, it's really --it's supposed to be about your conversations with each other and, um, you know, just having a good time. That's definitely the main point. But, uh, yeah, seiza sucks, except for my friend Paul, the other guy that was there, yeah, yeah, so he just sat there like there's nothing. He's like, yeah I sit like this every day, ha, ha man. I looked like a retard.When I was doing my culture classes, one of the old guys that taught us, he's supposedly like the oldest baseball player of all time. He gave us a little -- little tip that you guys should try out because I tried it and I think it's true. So, we were talking about Korea one day and he was saying that apparently you can tell the difference between a Korean and a Japanese woman based on their legs. Now this is because Japanese women apparently -- apparently most Japanese women have bowed legs, meaning they kind of -- I can't really do it with my fingers, but sort of something like that. You know there's kind of a round gap here, right. Well, apparently, Korean women don't have this and the reason for that is because Japanese women traditionally always sat seiza from like, a really early age and Korean women will sit like, sideways, like. We went out there and, uh, it's very easy to spot, because pretty much all the pants that women wear, especially in Japan -- Japanese women are so skintight there's nothing left to the imagination, so you can pretty much see the entirety of, ah, the leg structure of the woman. So, though I didn't get out my protractor to measure the exact angle that they were bowed, I was pretty sure, ah, from then on out who was Japanese and who was Korean. That's an interesting factoid taught to me by a very, very old, ah, Japanese man.So, anyways the, ah, following clip is showing me getting prepared to go in to the tea ceremony.","Low","High","High"
